WARNING: Logging before InitGoogleLogging() is written to STDERR
I20250629 14:44:11.392716 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1511 total 39872 start
I20250629 14:44:11.392733 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1511 total 39872 end
I20250629 14:44:11.392810 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1521 total 39872 start
I20250629 14:44:11.392828 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1521 total 39872 end
I20250629 14:44:11.392922 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1531 total 39872 start
I20250629 14:44:11.392942 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1531 total 39872 end
I20250629 14:44:11.392987 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[3].pe_col_gen[9].u_pe_inst.a_reg_$_DFFE_PN0P__Q_1:D
I20250629 14:44:11.393023 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1541 total 39872 start
I20250629 14:44:11.393028 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1541 total 39872 end
I20250629 14:44:11.393090 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1551 total 39872 start
I20250629 14:44:11.393095 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1551 total 39872 end
I20250629 14:44:11.393146 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1561 total 39872 start
I20250629 14:44:11.393149 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1561 total 39872 end
I20250629 14:44:11.393198 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1571 total 39872 start
I20250629 14:44:11.393201 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1571 total 39872 end
I20250629 14:44:11.393261 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1581 total 39872 start
I20250629 14:44:11.393266 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1581 total 39872 end
I20250629 14:44:11.393296 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[3].pe_col_gen[9].u_pe_inst.local_accumulator_reg_$_DFFE_PN0P__Q_15:D
I20250629 14:44:11.393323 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1591 total 39872 start
I20250629 14:44:11.393326 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1591 total 39872 end
I20250629 14:44:11.393375 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1601 total 39872 start
I20250629 14:44:11.393378 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1601 total 39872 end
I20250629 14:44:11.393426 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1611 total 39872 start
I20250629 14:44:11.393429 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1611 total 39872 end
I20250629 14:44:11.393479 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1621 total 39872 start
I20250629 14:44:11.393482 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1621 total 39872 end
I20250629 14:44:11.393529 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1631 total 39872 start
I20250629 14:44:11.393532 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1631 total 39872 end
I20250629 14:44:11.393558 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[3].pe_col_gen[9].u_pe_inst.mul_result_reg_$_DFFE_PN0P__Q:D
I20250629 14:44:11.393584 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1641 total 39872 start
I20250629 14:44:11.393587 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1641 total 39872 end
I20250629 14:44:11.393635 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1651 total 39872 start
I20250629 14:44:11.393637 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1651 total 39872 end
I20250629 14:44:11.393690 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1661 total 39872 start
I20250629 14:44:11.393692 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1661 total 39872 end
I20250629 14:44:11.393738 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1671 total 39872 start
I20250629 14:44:11.393740 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1671 total 39872 end
I20250629 14:44:11.393788 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1681 total 39872 start
I20250629 14:44:11.393791 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1681 total 39872 end
I20250629 14:44:11.393817 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[0].u_pe_inst.a_reg_$_DFFE_PN0P__Q_2:D
I20250629 14:44:11.393843 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1691 total 39872 start
I20250629 14:44:11.393846 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1691 total 39872 end
I20250629 14:44:11.393893 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1701 total 39872 start
I20250629 14:44:11.393896 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1701 total 39872 end
I20250629 14:44:11.393945 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1711 total 39872 start
I20250629 14:44:11.393949 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1711 total 39872 end
I20250629 14:44:11.393998 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1721 total 39872 start
I20250629 14:44:11.394001 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1721 total 39872 end
I20250629 14:44:11.394047 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1731 total 39872 start
I20250629 14:44:11.394050 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1731 total 39872 end
I20250629 14:44:11.394075 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[0].u_pe_inst.local_accumulator_reg_$_DFFE_PN0P__Q_16:D
I20250629 14:44:11.394104 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1741 total 39872 start
I20250629 14:44:11.394106 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1741 total 39872 end
I20250629 14:44:11.394155 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1751 total 39872 start
I20250629 14:44:11.394158 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1751 total 39872 end
I20250629 14:44:11.394207 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1761 total 39872 start
I20250629 14:44:11.394209 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1761 total 39872 end
I20250629 14:44:11.394263 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1771 total 39872 start
I20250629 14:44:11.394266 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1771 total 39872 end
I20250629 14:44:11.394315 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1781 total 39872 start
I20250629 14:44:11.394318 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1781 total 39872 end
I20250629 14:44:11.394342 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[0].u_pe_inst.mul_result_reg_$_DFFE_PN0P__Q_1:D
I20250629 14:44:11.394368 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1791 total 39872 start
I20250629 14:44:11.394372 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1791 total 39872 end
I20250629 14:44:11.394418 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1801 total 39872 start
I20250629 14:44:11.394421 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1801 total 39872 end
I20250629 14:44:11.394467 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1811 total 39872 start
I20250629 14:44:11.394470 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1811 total 39872 end
I20250629 14:44:11.394519 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1821 total 39872 start
I20250629 14:44:11.394522 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1821 total 39872 end
I20250629 14:44:11.394570 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1831 total 39872 start
I20250629 14:44:11.394573 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1831 total 39872 end
I20250629 14:44:11.394599 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[10].u_pe_inst.a_reg_$_DFFE_PN0P__Q_4:D
I20250629 14:44:11.394626 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1841 total 39872 start
I20250629 14:44:11.394629 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1841 total 39872 end
I20250629 14:44:11.394680 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1851 total 39872 start
I20250629 14:44:11.394685 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1851 total 39872 end
I20250629 14:44:11.394733 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1861 total 39872 start
I20250629 14:44:11.394737 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1861 total 39872 end
I20250629 14:44:11.394786 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1871 total 39872 start
I20250629 14:44:11.394790 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1871 total 39872 end
I20250629 14:44:11.394834 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1881 total 39872 start
I20250629 14:44:11.394838 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1881 total 39872 end
I20250629 14:44:11.394863 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[10].u_pe_inst.local_accumulator_reg_$_DFFE_PN0P__Q_18:D
I20250629 14:44:11.394893 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1891 total 39872 start
I20250629 14:44:11.394897 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1891 total 39872 end
I20250629 14:44:11.394945 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1901 total 39872 start
I20250629 14:44:11.394948 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1901 total 39872 end
I20250629 14:44:11.394997 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1911 total 39872 start
I20250629 14:44:11.395000 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1911 total 39872 end
I20250629 14:44:11.395051 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1921 total 39872 start
I20250629 14:44:11.395054 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1921 total 39872 end
I20250629 14:44:11.395103 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1931 total 39872 start
I20250629 14:44:11.395107 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1931 total 39872 end
I20250629 14:44:11.395133 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[10].u_pe_inst.mul_result_reg_$_DFFE_PN0P__Q_11:D
I20250629 14:44:11.395159 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1941 total 39872 start
I20250629 14:44:11.395162 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1941 total 39872 end
I20250629 14:44:11.395211 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1951 total 39872 start
I20250629 14:44:11.395215 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1951 total 39872 end
I20250629 14:44:11.395269 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1961 total 39872 start
I20250629 14:44:11.395273 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1961 total 39872 end
I20250629 14:44:11.395324 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1971 total 39872 start
I20250629 14:44:11.395327 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1971 total 39872 end
I20250629 14:44:11.395375 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1981 total 39872 start
I20250629 14:44:11.395380 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1981 total 39872 end
I20250629 14:44:11.395404 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[11].u_pe_inst.a_reg_$_DFFE_PN0P__Q_6:D
I20250629 14:44:11.395431 1572790 StaAnalyze.cc:551] analyze timing path end vertex 1991 total 39872 start
I20250629 14:44:11.395434 1572790 StaAnalyze.cc:585] analyze timing path end vertex 1991 total 39872 end
I20250629 14:44:11.395483 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2001 total 39872 start
I20250629 14:44:11.395486 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2001 total 39872 end
I20250629 14:44:11.395537 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2011 total 39872 start
I20250629 14:44:11.395541 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2011 total 39872 end
I20250629 14:44:11.395663 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2021 total 39872 start
I20250629 14:44:11.395665 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2021 total 39872 end
I20250629 14:44:11.395714 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2031 total 39872 start
I20250629 14:44:11.395718 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2031 total 39872 end
I20250629 14:44:11.395746 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[11].u_pe_inst.local_accumulator_reg_$_DFFE_PN0P__Q_21:D
I20250629 14:44:11.395776 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2041 total 39872 start
I20250629 14:44:11.395779 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2041 total 39872 end
I20250629 14:44:11.395830 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2051 total 39872 start
I20250629 14:44:11.395833 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2051 total 39872 end
I20250629 14:44:11.395881 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2061 total 39872 start
I20250629 14:44:11.395885 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2061 total 39872 end
I20250629 14:44:11.395932 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2071 total 39872 start
I20250629 14:44:11.395936 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2071 total 39872 end
I20250629 14:44:11.395982 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2081 total 39872 start
I20250629 14:44:11.395985 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2081 total 39872 end
I20250629 14:44:11.396010 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[11].u_pe_inst.mul_result_reg_$_DFFE_PN0P__Q_15:D
I20250629 14:44:11.396036 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2091 total 39872 start
I20250629 14:44:11.396040 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2091 total 39872 end
I20250629 14:44:11.396086 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2101 total 39872 start
I20250629 14:44:11.396090 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2101 total 39872 end
I20250629 14:44:11.396138 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2111 total 39872 start
I20250629 14:44:11.396142 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2111 total 39872 end
I20250629 14:44:11.396188 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2121 total 39872 start
I20250629 14:44:11.396193 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2121 total 39872 end
I20250629 14:44:11.396237 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2131 total 39872 start
I20250629 14:44:11.396241 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2131 total 39872 end
I20250629 14:44:11.396277 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[12].u_pe_inst.b_reg_$_DFFE_PN0P__Q_2:D
I20250629 14:44:11.396306 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2141 total 39872 start
I20250629 14:44:11.396310 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2141 total 39872 end
I20250629 14:44:11.396360 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2151 total 39872 start
I20250629 14:44:11.396364 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2151 total 39872 end
I20250629 14:44:11.396411 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2161 total 39872 start
I20250629 14:44:11.396415 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2161 total 39872 end
I20250629 14:44:11.396461 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2171 total 39872 start
I20250629 14:44:11.396466 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2171 total 39872 end
I20250629 14:44:11.396518 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2181 total 39872 start
I20250629 14:44:11.396521 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2181 total 39872 end
I20250629 14:44:11.396546 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[12].u_pe_inst.local_accumulator_reg_$_DFFE_PN0P__Q_25:D
I20250629 14:44:11.396571 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2191 total 39872 start
I20250629 14:44:11.396575 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2191 total 39872 end
I20250629 14:44:11.396621 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2201 total 39872 start
I20250629 14:44:11.396625 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2201 total 39872 end
I20250629 14:44:11.396672 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2211 total 39872 start
I20250629 14:44:11.396675 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2211 total 39872 end
I20250629 14:44:11.396724 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2221 total 39872 start
I20250629 14:44:11.396728 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2221 total 39872 end
I20250629 14:44:11.396775 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2231 total 39872 start
I20250629 14:44:11.396780 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2231 total 39872 end
I20250629 14:44:11.396804 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[12].u_pe_inst.mul_result_reg_$_DFFE_PN0P__Q_5:D
I20250629 14:44:11.396831 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2241 total 39872 start
I20250629 14:44:11.396834 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2241 total 39872 end
I20250629 14:44:11.396883 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2251 total 39872 start
I20250629 14:44:11.396886 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2251 total 39872 end
I20250629 14:44:11.396932 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2261 total 39872 start
I20250629 14:44:11.396936 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2261 total 39872 end
I20250629 14:44:11.396986 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2271 total 39872 start
I20250629 14:44:11.396989 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2271 total 39872 end
I20250629 14:44:11.397037 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2281 total 39872 start
I20250629 14:44:11.397039 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2281 total 39872 end
I20250629 14:44:11.397065 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[13].u_pe_inst.b_reg_$_DFFE_PN0P__Q_6:D
I20250629 14:44:11.397091 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2291 total 39872 start
I20250629 14:44:11.397095 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2291 total 39872 end
I20250629 14:44:11.397143 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2301 total 39872 start
I20250629 14:44:11.397147 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2301 total 39872 end
I20250629 14:44:11.397194 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2311 total 39872 start
I20250629 14:44:11.397198 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2311 total 39872 end
I20250629 14:44:11.397326 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2321 total 39872 start
I20250629 14:44:11.397330 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2321 total 39872 end
I20250629 14:44:11.397377 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2331 total 39872 start
I20250629 14:44:11.397380 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2331 total 39872 end
I20250629 14:44:11.397405 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[13].u_pe_inst.local_accumulator_reg_$_DFFE_PN0P__Q_29:D
I20250629 14:44:11.397431 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2341 total 39872 start
I20250629 14:44:11.397434 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2341 total 39872 end
I20250629 14:44:11.397480 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2351 total 39872 start
I20250629 14:44:11.397483 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2351 total 39872 end
I20250629 14:44:11.397528 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2361 total 39872 start
I20250629 14:44:11.397531 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2361 total 39872 end
I20250629 14:44:11.397578 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2371 total 39872 start
I20250629 14:44:11.397581 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2371 total 39872 end
I20250629 14:44:11.397629 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2381 total 39872 start
I20250629 14:44:11.397632 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2381 total 39872 end
I20250629 14:44:11.397656 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[13].u_pe_inst.mul_result_reg_$_DFFE_PN0P__Q_9:D
I20250629 14:44:11.397683 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2391 total 39872 start
I20250629 14:44:11.397687 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2391 total 39872 end
I20250629 14:44:11.397732 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2401 total 39872 start
I20250629 14:44:11.397735 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2401 total 39872 end
I20250629 14:44:11.397778 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2411 total 39872 start
I20250629 14:44:11.397782 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2411 total 39872 end
I20250629 14:44:11.397827 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2421 total 39872 start
I20250629 14:44:11.397831 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2421 total 39872 end
I20250629 14:44:11.397878 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2431 total 39872 start
I20250629 14:44:11.397882 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2431 total 39872 end
I20250629 14:44:11.397908 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[14].u_pe_inst.local_accumulator_reg_$_DFFE_PN0P__Q_1:D
I20250629 14:44:11.397934 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2441 total 39872 start
I20250629 14:44:11.397938 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2441 total 39872 end
I20250629 14:44:11.397985 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2451 total 39872 start
I20250629 14:44:11.397989 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2451 total 39872 end
I20250629 14:44:11.398037 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2461 total 39872 start
I20250629 14:44:11.398041 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2461 total 39872 end
I20250629 14:44:11.398087 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2471 total 39872 start
I20250629 14:44:11.398092 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2471 total 39872 end
I20250629 14:44:11.398139 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2481 total 39872 start
I20250629 14:44:11.398144 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2481 total 39872 end
I20250629 14:44:11.398168 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[14].u_pe_inst.local_accumulator_reg_$_DFFE_PN0P__Q_4:D
I20250629 14:44:11.398193 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2491 total 39872 start
I20250629 14:44:11.398197 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2491 total 39872 end
I20250629 14:44:11.398243 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2501 total 39872 start
I20250629 14:44:11.398249 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2501 total 39872 end
I20250629 14:44:11.398295 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2511 total 39872 start
I20250629 14:44:11.398298 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2511 total 39872 end
I20250629 14:44:11.398346 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2521 total 39872 start
I20250629 14:44:11.398350 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2521 total 39872 end
I20250629 14:44:11.398396 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2531 total 39872 start
I20250629 14:44:11.398401 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2531 total 39872 end
I20250629 14:44:11.398425 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[14].u_pe_inst.performed_mac_count_$_DFFE_PN0P__Q_2:D
I20250629 14:44:11.398451 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2541 total 39872 start
I20250629 14:44:11.398455 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2541 total 39872 end
I20250629 14:44:11.398501 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2551 total 39872 start
I20250629 14:44:11.398504 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2551 total 39872 end
I20250629 14:44:11.398551 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2561 total 39872 start
I20250629 14:44:11.398555 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2561 total 39872 end
I20250629 14:44:11.398603 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2571 total 39872 start
I20250629 14:44:11.398607 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2571 total 39872 end
I20250629 14:44:11.398656 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2581 total 39872 start
I20250629 14:44:11.398659 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2581 total 39872 end
I20250629 14:44:11.398684 1572790 StaAnalyze.cc:303] add path data num 4 to u_sa_enhanced.pe_row_gen[4].pe_col_gen[15].u_pe_inst.local_accumulator_reg_$_DFFE_PN0P__Q_13:D
I20250629 14:44:11.398708 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2591 total 39872 start
I20250629 14:44:11.398711 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2591 total 39872 end
I20250629 14:44:11.398759 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2601 total 39872 start
I20250629 14:44:11.398761 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2601 total 39872 end
I20250629 14:44:11.398809 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2611 total 39872 start
I20250629 14:44:11.398813 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2611 total 39872 end
I20250629 14:44:11.398859 1572790 StaAnalyze.cc:551] analyze timing path end vertex 2621 total 39872 start
I20250629 14:44:11.398862 1572790 StaAnalyze.cc:585] analyze timing path end vertex 2621 total 39872 end
